,entity_pair_names,Structural_similarity,Jaccardian_Similarity,Sequence_Similarity,Transformers_similarity,Spacy_similarity
20,ma 0000667 / nci c32624,0.288079229355512,0.47058823529411764,0.27906976744186046,0.21842025220394135,0.384
21,ma 0000667 / nci c42716,0.2630769483505488,0.391304347826087,0.2616822429906542,0.22188985347747803,0.382
22,ma 0000667 / nci c49303,0.21510238895037428,0.4117647058823529,0.047619047619047616,0.10588417947292328,0.382
23,ma 0000667 / nci c12422,0.32463230163760637,0.4166666666666667,0.2857142857142857,0.20522797107696533,0.262
24,ma 0000667 / nci c32837,0.2725170766608277,0.3888888888888889,0.34615384615384615,0.135650172829628,0.823
25,ma 0000667 / nci c32083,0.2501928965779393,0.4117647058823529,0.2553191489361702,0.10874087363481522,0.513
26,ma 0000667 / nci c32216,0.28019994025969047,0.3333333333333333,0.2857142857142857,0.2078825980424881,0.418
27,ma 0000667 / nci c32740,0.26630230690482454,0.3888888888888889,0.13043478260869565,0.22798462212085724,0.591
28,ma 0000667 / nci c32887,0.26482119767461443,0.3684210526315789,0.23255813953488372,0.24966388940811157,0.51
29,ma 0000667 / nci c33047,0.25134897878939,0.35294117647058826,0.25,0.2118651419878006,0.323
30,ma 0000667 / nci c33245,0.2787879452499446,0.4375,0.16216216216216217,0.0009466111660003662,0.474
31,ma 0000667 / nci c33424,0.24275695477165654,0.25,0.125,0.19146153330802917,0.296
32,ma 0000667 / nci c33600,0.26092112830115,0.3684210526315789,0.08695652173913043,0.19682659208774567,-0.025
33,ma 0000667 / nci c33513,0.2698260132613266,0.1875,0.1875,0.19130292534828186,0.662
34,ma 0000667 / nci c12293,0.33327531816711675,0.5882352941176471,0.3076923076923077,0.23390565812587738,0.381
35,ma 0000667 / nci c12390,0.302981276673763,0.3076923076923077,0.2857142857142857,0.16679523885250092,0.778
36,ma 0000667 / nci c12605,0.2564161321599119,0.3125,0.11764705882352941,0.3095783293247223,0.489
37,ma 0000667 / nci c49316,0.29905905784970827,0.47368421052631576,0.3448275862068966,0.25548672676086426,0.43
38,ma 0000667 / nci c25419,0.3206062767476455,0.26666666666666666,0.3125,0.02563328668475151,0.492
39,ma 0000667 / nci c12757,0.2649146569680726,0.4666666666666667,0.1111111111111111,0.14751845598220825,0.179
40,ma 0000667 / nci c32492,0.2872559763237673,0.4,0.2631578947368421,0.3872697651386261,0.727
41,ma 0000667 / nci c32625,0.23712422772253364,0.47058823529411764,0.05,0.20985309779644012,0.399
42,ma 0000667 / nci c42766,0.25695968465535235,0.391304347826087,0.22950819672131148,0.2749313414096832,0.446
43,ma 0000667 / nci c49304,0.282223147083635,0.3125,0.3076923076923077,0.17862442135810852,0.332
44,ma 0000667 / nci c33396,0.24174466255425917,0.4444444444444444,0.3333333333333333,0.19184884428977966,0.59
45,ma 0000667 / nci c12229,0.2507899431403111,0.14285714285714285,0.07142857142857142,0.17347699403762817,0.417
46,ma 0000667 / nci c12829,0.25166760736741206,0.4375,0.30434782608695654,0.019403208047151566,0.244
47,ma 0000667 / nci c32089,0.27240117035683,0.5,0.2807017543859649,0.17840659618377686,0.474
48,ma 0000667 / nci c32217,0.2350351069153979,0.3333333333333333,0.2727272727272727,0.10974998027086258,0.479
49,ma 0000667 / nci c32742,0.28468062302016406,0.35714285714285715,0.12903225806451613,0.2745420038700104,0.478
50,ma 0000667 / nci c32888,0.28372950676732367,0.35714285714285715,0.12903225806451613,0.177728071808815,0.592
51,ma 0000667 / nci c33048,0.30883052886066975,0.25,0.24242424242424243,0.15957753360271454,0.518
52,ma 0000667 / nci c33247,0.26639549145818525,0.4,0.05555555555555555,0.2741844058036804,0.51
53,ma 0000667 / nci c33425,0.2659898265251027,0.3125,0.21621621621621623,0.0769491195678711,0.615
54,ma 0000667 / nci c33689,0.2754466789740467,0.6666666666666666,0.2692307692307692,0.3945748805999756,0.639
55,ma 0000667 / nci c53166,0.2434200507195866,0.5,0.34146341463414637,0.3178098201751709,0.609
56,ma 0000667 / nci c12294,0.29766648024202425,0.5294117647058824,0.375,0.2001032680273056,0.423
57,ma 0000667 / nci c12392,0.31361620855803996,0.23076923076923078,0.2222222222222222,0.21474513411521912,0.19
58,ma 0000667 / nci c12503,0.27588045756880464,0.4375,0.16216216216216217,0.2023075520992279,0.399
59,ma 0000667 / nci c12606,0.2520612479137233,0.4375,0.2777777777777778,0.17779351770877838,0.525
60,ma 0000667 / nci c13181,0.32365172800199904,0.47368421052631576,0.29850746268656714,0.11785291880369186,0.37
61,ma 0000667 / nci c25439,0.2856760218173906,0.4375,0.10810810810810811,0.23899716138839722,0.789
62,ma 0000667 / nci c32493,0.29258978665643876,0.35294117647058826,0.21052631578947367,0.23657163977622986,0.697
63,ma 0000667 / nci c32626,0.25021344114069444,0.29411764705882354,0.14634146341463414,0.16456012427806854,0.51
64,ma 0000667 / nci c42780,0.262540226220831,0.38095238095238093,0.27722772277227725,0.11392956972122192,0.312
65,ma 0000667 / nci c49305,0.21982878740690473,0.4117647058823529,0.18181818181818182,0.16262340545654297,0.575
66,ma 0000667 / nci c53070,0.2723310563811546,0.4,0.22857142857142856,0.16543589532375336,0.458
67,ma 0000667 / nci c53023,0.23930412187713768,0.29411764705882354,0.05,0.13845385611057281,0.488
68,ma 0000667 / nci c52971,0.24331586607564176,0.13333333333333333,0.13333333333333333,0.1985277533531189,0.471
69,ma 0000667 / nci c32085,0.2693231740736092,0.4444444444444444,0.2916666666666667,0.17801398038864136,0.684
70,ma 0000948 / nci c33224,0.3261161558377055,0.5789473684210527,0.4,0.19209492206573486,0.568
71,ma 0000948 / nci c32084,0.34199483082706766,0.5882352941176471,0.4057971014492754,0.15788301825523376,0.776
72,ma 0000948 / nci c32082,0.2850296673804717,0.47368421052631576,0.4,0.15576931834220886,0.772
73,ma 0000948 / nci c32212,0.31988779346324997,0.4444444444444444,0.36363636363636365,0.23277497291564941,0.896
74,ma 0000948 / nci c32739,0.2785126563251563,0.5555555555555556,0.38461538461538464,0.5281859636306763,0.896
75,ma 0000948 / nci c32886,0.2954110969693813,0.6,0.30303030303030304,0.5437790155410767,0.448
76,ma 0000948 / nci c33844,0.3308037098375169,0.375,0.05555555555555555,0.4287450909614563,0.684
77,ma 0000948 / nci c33243,0.29808955673517595,0.3684210526315789,0.13953488372093023,0.44163280725479126,0.665
78,ma 0000948 / nci c33423,0.2857055239492086,0.3333333333333333,0.05128205128205128,0.43895643949508667,0.344
79,ma 0000948 / nci c33687,0.2606231455074468,0.5555555555555556,0.18867924528301888,0.08043453842401505,0.759
80,ma 0000948 / nci c47855,0.3240426447258745,0.4117647058823529,0.2,0.5710105895996094,0.552
81,ma 0000948 / nci c49190,0.2721135713616917,0.6470588235294118,0.2608695652173913,0.24696169793605804,0.712
82,ma 0000948 / nci c33670,0.29097761865689037,0.6111111111111112,0.17857142857142858,0.5010310411453247,0.617
83,ma 0000948 / nci c12292,0.39646565038353004,0.4375,0.43902439024390244,0.5697283148765564,0.343
84,ma 0000948 / nci c12388,0.2963205925160098,0.25,0.2222222222222222,0.07362192869186401,0.539
85,ma 0000948 / nci c25268,0.306736464269564,0.47368421052631576,0.23529411764705882,0.2707901895046234,0.841
86,ma 0000948 / nci c33419,0.26190856382399097,0.6666666666666666,0.2857142857142857,0.1942564994096756,0.896
87,ma 0000948 / nci c32616,0.29380028579376005,0.3333333333333333,0.15789473684210525,0.02377958968281746,0.896
88,ma 0000948 / nci c12604,0.3083446841597663,0.6,0.2631578947368421,0.18590638041496277,0.39
89,ma 0000948 / nci c32491,0.3610765721990212,0.4444444444444444,0.36363636363636365,0.00956522487103939,0.448
90,ma 0000948 / nci c32624,0.30828626921082636,0.6111111111111112,0.2,0.23305073380470276,0.311
91,ma 0000948 / nci c42716,0.29172222122604907,0.7142857142857143,0.2807017543859649,0.4520871043205261,0.799
92,ma 0000948 / nci c49303,0.3214308061231313,0.5555555555555556,0.32653061224489793,0.35565048456192017,0.51
93,ma 0000948 / nci c12422,0.31863391287159154,0.3125,0.05714285714285714,0.06408727169036865,0.573
94,ma 0000948 / nci c32837,0.2790838604447627,0.5263157894736842,0.3389830508474576,0.519584596157074,0.617
95,ma 0000948 / nci c32083,0.35780392155007473,0.5555555555555556,0.48148148148148145,0.31490710377693176,0.817
96,ma 0000948 / nci c32216,0.3125873807761563,0.6,0.39285714285714285,0.10647453367710114,0.713
97,ma 0000948 / nci c32740,0.29632895331812703,0.5263157894736842,0.2641509433962264,0.18648943305015564,0.192
98,ma 0000948 / nci c32887,0.30785271078128223,0.7647058823529411,0.2,0.1971082240343094,0.62
99,ma 0000948 / nci c33047,0.35502484571362125,0.5882352941176471,0.425531914893617,0.42447522282600403,0.667
100,ma 0000948 / nci c33245,0.32964222017343264,0.5882352941176471,0.22727272727272727,0.04894116893410683,0.4
101,ma 0000948 / nci c33424,0.31876730615025933,0.3333333333333333,0.10256410256410256,0.03169051185250282,0.285
102,ma 0000948 / nci c33600,0.3028891908968433,0.6666666666666666,0.07547169811320754,0.42444607615470886,0.505
103,ma 0000948 / nci c33513,0.3252116993138719,0.35294117647058826,0.2564102564102564,0.28621143102645874,0.246
104,ma 0000948 / nci c12293,0.3622772858790499,0.55,0.19444444444444445,0.18449907004833221,0.471
105,ma 0000948 / nci c12390,0.3161397518512981,0.3125,0.22857142857142856,0.0451023168861866,0.674
106,ma 0000948 / nci c12605,0.31930891833828623,0.47058823529411764,0.1951219512195122,0.30406928062438965,0.883
107,ma 0000948 / nci c49316,0.293383954554958,0.6842105263157895,0.27692307692307694,0.2636650800704956,0.601
108,ma 0000948 / nci c25419,0.34502676070428173,0.4375,0.3076923076923077,0.10425346344709396,0.255
109,ma 0000948 / nci c12757,0.3103156324878886,0.4444444444444444,0.23255813953488372,0.17121511697769165,0.24
110,ma 0000948 / nci c32492,0.30434515446334665,0.47058823529411764,0.2222222222222222,0.2436545044183731,0.29
111,ma 0000948 / nci c32625,0.2977577587953715,0.45,0.2553191489361702,0.12621939182281494,0.528
112,ma 0000948 / nci c42766,0.29766468154350934,0.7142857142857143,0.26356589147286824,0.1555103361606598,0.787
113,ma 0000948 / nci c49304,0.33196133128776584,0.47058823529411764,0.30434782608695654,0.10791440308094025,0.48
114,ma 0000948 / nci c33396,0.28612102109464954,0.875,0.20408163265306123,0.4447777569293976,0.23
115,ma 0000948 / nci c12229,0.3394211326807146,0.3333333333333333,0.17142857142857143,0.4828079342842102,0.552
116,ma 0000948 / nci c12829,0.34640099415877523,0.5,0.4528301886792453,0.043955426663160324,0.403
117,ma 0000948 / nci c32089,0.2729097764815799,0.6470588235294118,0.21875,0.14145401120185852,0.392
118,ma 0000948 / nci c32217,0.2843503428805117,0.47368421052631576,0.27450980392156865,0.04740511626005173,0.426
119,ma 0000948 / nci c32742,0.26144818865516695,0.2777777777777778,0.10526315789473684,0.17856720089912415,0.63
120,ma 0000948 / nci c32888,0.27652755373453203,0.2777777777777778,0.10526315789473684,0.13971489667892456,0.811
121,ma 0000948 / nci c33048,0.3240426447258745,0.5,0.25,0.2536190152168274,0.766
122,ma 0000948 / nci c33247,0.3218931177481075,0.5625,0.32558139534883723,0.26590368151664734,0.522
123,ma 0000948 / nci c33425,0.2789627769529047,0.3888888888888889,0.18181818181818182,0.042185716331005096,0.769
124,ma 0000948 / nci c33689,0.2777835785267019,0.6111111111111112,0.2033898305084746,0.1050659567117691,0.286
125,ma 0000948 / nci c53166,0.3080821128656741,0.6470588235294118,0.2916666666666667,0.2665635645389557,0.316
126,ma 0000948 / nci c12294,0.29432189967370137,0.5,0.36363636363636365,0.11322363466024399,0.584
127,ma 0000948 / nci c12392,0.3130040375412554,0.25,0.17647058823529413,0.10005946457386017,0.56
128,ma 0000948 / nci c12503,0.2920573227355208,0.5882352941176471,0.22727272727272727,0.04961796849966049,0.392
129,ma 0000948 / nci c12606,0.2835667659994952,0.6875,0.27906976744186046,0.2212694138288498,0.73
130,ma 0000948 / nci c13181,0.31877731458623293,0.6842105263157895,0.24324324324324326,0.279340535402298,0.531
131,ma 0000948 / nci c25439,0.3830941955326192,0.5,0.13636363636363635,0.1158902570605278,0.371
132,ma 0000948 / nci c32493,0.31077623781921604,0.5,0.2222222222222222,0.5374277830123901,0.377
133,ma 0000948 / nci c32626,0.32311964773699464,0.5294117647058824,0.20833333333333334,0.15798887610435486,0.39
134,ma 0000948 / nci c42780,0.28412301487684266,0.5714285714285714,0.12962962962962962,0.024735193699598312,0.678
135,ma 0000948 / nci c49305,0.29575008732617425,0.5555555555555556,0.35294117647058826,0.03728353977203369,0.571
136,ma 0000948 / nci c53070,0.3473388798027922,0.47058823529411764,0.2857142857142857,0.20896881818771362,0.752
137,ma 0000948 / nci c53023,0.31874007936507937,0.5294117647058824,0.2127659574468085,0.38404256105422974,0.748
138,ma 0000948 / nci c52971,0.28744237882952156,0.23529411764705882,0.16216216216216217,0.12205704301595688,0.827
139,ma 0000948 / nci c32085,0.31800454862983774,0.5789473684210527,0.21818181818181817,0.30652132630348206,0.827
140,ma 0001081 / nci c33224,0.2768950960996416,0.4444444444444444,0.23809523809523808,0.23258940875530243,0.413
141,ma 0001081 / nci c32084,0.21722445243472072,0.4375,0.21428571428571427,0.22707563638687134,0.678
142,ma 0001081 / nci c32082,0.19497501170488782,0.3333333333333333,0.2127659574468085,0.2029658854007721,0.662
143,ma 0001081 / nci c32212,0.20567534440250584,0.29411764705882354,0.12903225806451613,0.33369848132133484,0.343
144,ma 0001081 / nci c32739,0.2279339718645704,0.6,0.3076923076923077,0.5142732262611389,0.64
145,ma 0001081 / nci c32886,0.2380426509094934,0.47368421052631576,0.11320754716981132,0.48981156945228577,0.439
146,ma 0001081 / nci c33844,0.23483461566444758,0.2,0.17391304347826086,0.3950023651123047,0.62
147,ma 0001081 / nci c33243,0.20543101107069622,0.4666666666666667,0.3333333333333333,0.3932569921016693,0.578
148,ma 0001081 / nci c33423,0.22512495437687252,0.3333333333333333,0.3076923076923077,0.4376104176044464,0.388
149,ma 0001081 / nci c33687,0.23480412697732958,0.4117647058823529,0.2,0.058364178985357285,0.502
150,ma 0001081 / nci c47855,0.24106093401547948,0.25,0.14814814814814814,0.5895966291427612,0.809
151,ma 0001081 / nci c49190,0.2114901060707512,0.4117647058823529,0.30303030303030304,0.329483300447464,0.827
152,ma 0001081 / nci c33670,0.22675526254414918,0.47058823529411764,0.18604651162790697,0.45963045954704285,0.827
153,ma 0001081 / nci c12292,0.22677249920947398,0.35714285714285715,0.21428571428571427,0.586894154548645,0.36
154,ma 0001081 / nci c12388,0.22648398084543594,0.14285714285714285,0.17391304347826086,0.014534952118992805,0.41
155,ma 0001081 / nci c25268,0.2829269308658462,0.6,0.3157894736842105,0.2965312600135803,0.234
156,ma 0001081 / nci c33419,0.24313910379229925,0.3684210526315789,0.18604651162790697,0.2535260319709778,0.604
157,ma 0001081 / nci c32616,0.20772722441799527,0.3333333333333333,0.32,0.06099969893693924,0.419
158,ma 0001081 / nci c12604,0.24887989259663623,0.17647058823529413,0.16,0.302040696144104,0.446
159,ma 0001081 / nci c32491,0.20863550025960997,0.4666666666666667,0.1935483870967742,0.12006767094135284,0.508
160,ma 0001081 / nci c32624,0.22980218598259688,0.3157894736842105,0.2702702702702703,0.24369211494922638,0.807
161,ma 0001081 / nci c42716,0.21605908381465672,0.391304347826087,0.039603960396039604,0.3870897591114044,0.663
162,ma 0001081 / nci c49303,0.25518903249389396,0.3333333333333333,0.2777777777777778,0.3494150936603546,0.203
163,ma 0001081 / nci c12422,0.24684075604530153,0.3076923076923077,0.18181818181818182,0.09837234765291214,0.57
164,ma 0001081 / nci c32837,0.2118484073527933,0.3157894736842105,0.21739130434782608,0.5296512842178345,0.553
165,ma 0001081 / nci c32083,0.18665333338320952,0.3333333333333333,0.1951219512195122,0.3588142395019531,0.377
166,ma 0001081 / nci c32216,0.23263842071482688,0.2727272727272727,0.27906976744186046,0.12363205850124359,0.21
167,ma 0001081 / nci c32740,0.24464340836406903,0.3157894736842105,0.2,0.26309916377067566,0.419
168,ma 0001081 / nci c32887,0.2641331347954662,0.5294117647058824,0.16216216216216217,0.14651350677013397,0.302
169,ma 0001081 / nci c33047,0.252234162495459,0.4375,0.35294117647058826,0.40234261751174927,0.365
170,ma 0001081 / nci c33245,0.22322572862422008,0.5333333333333333,0.3225806451612903,0.10143421590328217,0.564
171,ma 0001081 / nci c33424,0.27464313506712285,0.25,0.15384615384615385,0.17400702834129333,0.864
172,ma 0001081 / nci c33600,0.23894668855039367,0.3684210526315789,0.25,0.4124331474304199,0.595
173,ma 0001081 / nci c33513,0.2188393786374366,0.26666666666666666,0.15384615384615385,0.18457067012786865,0.278
174,ma 0001081 / nci c12293,0.2620281689988384,0.35,0.2033898305084746,0.15568430721759796,0.263
175,ma 0001081 / nci c12390,0.17859585589848748,0.0625,0.09090909090909091,0.05091293528676033,0.327
176,ma 0001081 / nci c12605,0.21196573532533608,0.16666666666666666,0.14285714285714285,0.3525710999965668,0.494
177,ma 0001081 / nci c49316,0.23809156040572593,0.4,0.19230769230769232,0.18849968910217285,0.752
178,ma 0001081 / nci c25419,0.28953704891946,0.46153846153846156,0.23076923076923078,0.17199432849884033,0.406
179,ma 0001081 / nci c12757,0.1958547184311503,0.375,0.26666666666666666,0.23543858528137207,0.196
180,ma 0001081 / nci c32492,0.16915195344485479,0.23529411764705882,0.125,0.3152303099632263,0.502
181,ma 0001081 / nci c32625,0.21311077574075332,0.3888888888888889,0.23529411764705882,0.29966139793395996,0.325
182,ma 0001081 / nci c42766,0.2134471042036589,0.391304347826087,0.05172413793103448,0.22554081678390503,0.396
183,ma 0001081 / nci c49304,0.22212720813469805,0.3125,0.12121212121212122,0.1013307124376297,0.394
184,ma 0001081 / nci c33396,0.22132080256566122,0.3684210526315789,0.16666666666666666,0.4366567134857178,0.568
185,ma 0001081 / nci c12229,0.24968332059797932,0.14285714285714285,0.18181818181818182,0.39679154753685,0.743
186,ma 0001081 / nci c12829,0.18784491373268464,0.35294117647058826,0.2,0.15561404824256897,0.753
187,ma 0001081 / nci c32089,0.2123891167870001,0.4117647058823529,0.19607843137254902,0.08406727761030197,0.439
188,ma 0001081 / nci c32217,0.1966298221944627,0.2,0.05263157894736842,0.014942819252610207,0.71
189,ma 0001081 / nci c32742,0.19989321889056036,0.26666666666666666,0.16,0.12522536516189575,0.233
190,ma 0001081 / nci c32888,0.22626924249250452,0.35714285714285715,0.24,0.08827124536037445,0.323
191,ma 0001081 / nci c33048,0.2611072507478427,0.25,0.14814814814814814,0.2943393588066101,0.563
192,ma 0001081 / nci c33247,0.2326080137054766,0.3125,0.26666666666666666,0.27285510301589966,0.473
193,ma 0001081 / nci c33425,0.18738718791373044,0.23529411764705882,0.1935483870967742,0.007951129227876663,0.396
194,ma 0001081 / nci c33689,0.2774522091611341,0.5625,0.21739130434782608,0.14488434791564941,0.662
195,ma 0001081 / nci c53166,0.242710670904908,0.6,0.34285714285714286,0.2960467040538788,0.862
196,ma 0001081 / nci c12294,0.2541754762265598,0.3684210526315789,0.23809523809523808,0.3036181926727295,0.47
197,ma 0001081 / nci c12392,0.23029073199527747,0.23076923076923078,0.19047619047619047,0.0809197798371315,0.48
198,ma 0001081 / nci c12503,0.2044743789346231,0.2777777777777778,0.25806451612903225,0.09203176945447922,0.728
199,ma 0001081 / nci c12606,0.23005407723477964,0.4375,0.26666666666666666,0.23764823377132416,0.406
200,ma 0001081 / nci c13181,0.23327841215574419,0.4,0.16393442622950818,0.28898411989212036,0.384
201,ma 0001081 / nci c25439,0.22606098224413734,0.2777777777777778,0.25806451612903225,0.03707490116357803,0.647
202,ma 0001081 / nci c32493,0.20312081514043934,0.2777777777777778,0.1875,0.47611263394355774,0.436
203,ma 0001081 / nci c32626,0.24753472968720303,0.375,0.22857142857142856,0.1469448208808899,0.558
204,ma 0001081 / nci c42780,0.20685283237671215,0.3181818181818182,0.16842105263157894,0.00017640739679336548,0.558
205,ma 0001081 / nci c49305,0.22594090297602296,0.3333333333333333,0.21052631578947367,0.015549305826425552,0.363
206,ma 0001081 / nci c53070,0.18518607232656725,0.23529411764705882,0.20689655172413793,0.24269340932369232,0.406
207,ma 0001081 / nci c53023,0.19255810532356277,0.2222222222222222,0.17647058823529413,0.3434586524963379,0.417
208,ma 0001081 / nci c52971,0.19173621776973332,0.13333333333333333,0.08333333333333333,0.27216488122940063,0.512
209,ma 0001081 / nci c32085,0.18790503388854696,0.4444444444444444,0.23809523809523808,0.2865719199180603,0.792
210,ma 0000526 / nci c33224,0.31643913713396393,0.5714285714285714,0.14925373134328357,0.26104581356048584,0.502
211,ma 0000526 / nci c32084,0.28400858171442006,0.5789473684210527,0.2716049382716049,-0.005996212363243103,0.729
212,ma 0000526 / nci c32082,0.2445174740055826,0.55,0.25,0.19800668954849243,0.851
213,ma 0000526 / nci c32212,0.24660706418600942,0.5263157894736842,0.17857142857142858,0.19059349596500397,0.414
214,ma 0000526 / nci c32739,0.2638960121405797,0.55,0.15625,0.33745312690734863,0.559
215,ma 0000526 / nci c32886,0.28046831993533783,0.6666666666666666,0.28205128205128205,0.3133302927017212,0.604
216,ma 0000526 / nci c33844,0.2765669531215099,0.3888888888888889,0.125,0.20706135034561157,0.558
217,ma 0000526 / nci c33243,0.33265594275404997,0.5263157894736842,0.2909090909090909,0.3723861575126648,0.558
218,ma 0000526 / nci c33423,0.3198203709484895,0.5,0.1568627450980392,0.36301642656326294,0.308
219,ma 0000526 / nci c33687,0.28088147542235603,0.7222222222222222,0.3384615384615385,0.09115292876958847,0.4
220,ma 0000526 / nci c47855,0.2978948015334074,0.42105263157894735,0.11538461538461539,0.24027691781520844,0.496
221,ma 0000526 / nci c49190,0.3387025952367386,0.631578947368421,0.27586206896551724,0.07542698085308075,0.82
222,ma 0000526 / nci c33670,0.27956063364193645,0.7777777777777778,0.35294117647058826,0.2756195664405823,0.737
223,ma 0000526 / nci c12292,0.2656313144982445,0.3684210526315789,0.18867924528301888,0.201717346906662,0.669
224,ma 0000526 / nci c12388,0.2836010528644941,0.21052631578947367,0.16666666666666666,0.27143359184265137,0.635
225,ma 0000526 / nci c25268,0.2855538323344901,0.55,0.25396825396825395,0.2488674819469452,0.581
226,ma 0000526 / nci c33419,0.27755104405705194,0.65,0.2647058823529412,0.16746649146080017,0.584
227,ma 0000526 / nci c32616,0.28022461918243213,0.42105263157894735,0.2,0.10459822416305542,0.184
228,ma 0000526 / nci c12604,0.28206552701029597,0.5,0.28,0.1404326856136322,0.71
229,ma 0000526 / nci c32491,0.27983160938814144,0.6111111111111112,0.21428571428571427,0.0759412944316864,0.639
230,ma 0000526 / nci c32624,0.33050901892501294,0.6842105263157895,0.3870967741935484,0.12020204216241837,0.507
231,ma 0000526 / nci c42716,0.2714525654751377,0.6956521739130435,0.20634920634920634,0.4350539743900299,0.496
232,ma 0000526 / nci c49303,0.2263967352965811,0.631578947368421,0.16393442622950818,0.3498135209083557,0.501
233,ma 0000526 / nci c12422,0.31200348992483345,0.2631578947368421,0.1702127659574468,0.047226421535015106,0.357
234,ma 0000526 / nci c32837,0.2498686188785625,0.6,0.30985915492957744,0.24928328394889832,0.443
235,ma 0000526 / nci c32083,0.22835927723150495,0.55,0.2727272727272727,0.09317755699157715,0.609
236,ma 0000526 / nci c32216,0.23802915889055123,0.6666666666666666,0.29411764705882354,0.16006498038768768,0.535
237,ma 0000526 / nci c32740,0.27071674176845223,0.45454545454545453,0.12307692307692308,0.07742394506931305,0.505
238,ma 0000526 / nci c32887,0.2841025703727552,0.5714285714285714,0.1935483870967742,0.23321086168289185,0.235
239,ma 0000526 / nci c33047,0.25122269773209827,0.5,0.2033898305084746,0.5590376853942871,0.315
240,ma 0000526 / nci c33245,0.27873370400208985,0.6666666666666666,0.14285714285714285,0.10645347833633423,0.36
241,ma 0000526 / nci c33424,0.2699736908165879,0.42105263157894735,0.11764705882352941,0.1425531506538391,0.574
242,ma 0000526 / nci c33600,0.25398227810106483,0.65,0.12307692307692308,0.39728260040283203,0.478
243,ma 0000526 / nci c33513,0.278072732155417,0.4444444444444444,0.19607843137254902,0.4375349283218384,0.765
244,ma 0000526 / nci c12293,0.313145686790512,0.6190476190476191,0.19047619047619047,0.07748035341501236,0.446
245,ma 0000526 / nci c12390,0.3107391602202464,0.3333333333333333,0.2127659574468085,0.07326731085777283,0.754
246,ma 0000526 / nci c12605,0.31158824405039337,0.47368421052631576,0.18867924528301888,0.13148820400238037,0.623
247,ma 0000526 / nci c49316,0.30973490130296244,0.75,0.2857142857142857,0.2778435945510864,0.421
248,ma 0000526 / nci c25419,0.3099800300551714,0.3684210526315789,0.27450980392156865,-0.0025664381682872772,0.358
249,ma 0000526 / nci c12757,0.2657350785091598,0.6111111111111112,0.18181818181818182,0.14212360978126526,0.628
250,ma 0000526 / nci c32492,0.29100722644843996,0.47368421052631576,0.21052631578947367,0.13932983577251434,0.62
251,ma 0000526 / nci c32625,0.2728120459596225,0.5238095238095238,0.23728813559322035,0.008046004921197891,0.506
252,ma 0000526 / nci c42766,0.26513881665354244,0.6956521739130435,0.19858156028368795,0.17253094911575317,0.527
253,ma 0000526 / nci c49304,0.28870630421941673,0.4,0.2413793103448276,0.07284164428710938,0.626
254,ma 0000526 / nci c33396,0.27987798954967796,0.7368421052631579,0.26229508196721313,0.3858829140663147,0.426
255,ma 0000526 / nci c12229,0.2613604397512957,0.2777777777777778,0.0851063829787234,0.43131041526794434,0.387
256,ma 0000526 / nci c12829,0.24138455185488353,0.5789473684210527,0.3076923076923077,0.027774790301918983,0.753
